mean,std,min,max,range,rms,skewness,kurtosis,hr_mean,hr_std,rr_mean,rr_std,lf_power,hf_power,lf_hf_ratio,label,segment_id
-0.0001991926122374,0.2542134821283229,-0.9234247895364186,1.673353041844447,2.596777831380866,0.254213560168422,2.693301096358249,15.15676042938716,66.66666666666667,4.423459792292112,0.9,0.0590582660419249,0,2.711473585294792e-05,0.0,N,0
0.0002538713030841,0.267954234114116,-0.9436352291618814,1.6497560062034262,2.593391235365308,0.2679543543783549,2.5710548200400347,13.994696888031758,71.83811129848229,5.370390076913531,0.8352112676056339,0.0542518684024222,0,2.840420817984494e-05,0.0,N,1
0.0001231426480424,0.2705446533169103,-1.070938917801514,1.6882069882314708,2.759145906032985,0.270544681342064,2.391764728679876,13.48927749937953,73.92405063291139,7.417338272114844,0.8116438356164384,0.0804442067970457,0,6.181454783766552e-05,0.0,N,2
-0.0001416981036273,0.2798951049598597,-1.2599579606757942,1.73548297145209,2.9954409321278845,0.2798951408274954,1.831906479776727,11.165662852788952,80.20304568527919,7.030328080877596,0.7481012658227848,0.0608396096278034,0,4.8568547793624975e-05,0.0,N,3
-0.0002209525822398,0.2661647821877143,-1.0532661998023718,1.5946809431697782,2.64794714297215,0.2661648738978849,2.007941878431666,11.209593731960986,75.50335570469798,4.384744712055084,0.7946666666666667,0.0462553300232044,0,0.000109810002431,0.0,N,4
0.0003835927894967,0.2605178160255444,-0.9442475698604728,1.6940003510895096,2.6382479209499823,0.2605180984310832,2.430844623856212,13.367639651360442,72.61724659606658,6.581738642743739,0.8262499999999999,0.0645806451053427,0,1.966965793291736e-05,0.0,N,5
-0.0003520730883081,0.2620532950891563,-1.006868590452474,1.6970559224329784,2.703924512885452,0.2620535315971605,2.409056080670916,13.44346035936766,73.63819771351714,4.354049271621927,0.8147945205479452,0.0487124520392295,0,3.261243832087878e-05,0.0,N,6
0.000153370270675,0.2810597334135759,-1.078355611987469,1.7110637070756536,2.7894193190631227,0.2810597752595527,2.0467849664815128,10.395653002016518,83.09694643751044,4.924891703964161,0.7220481927710842,0.0431517087334145,0,9.010679698139616e-05,0.0,N,7
-4.48058069041633e-05,0.2572215342945879,-1.185750757986336,1.609019753435082,2.794770511421418,0.2572215381969834,1.820544831653436,10.537851071740608,83.73042886317224,7.47868930553046,0.7165853658536585,0.0667945432303714,0,3.3177631123107664e-05,0.0,N,8
-6.037894721172554e-07,0.2560125096888427,-0.9259100406505928,1.6597295444697504,2.5856395851203438,0.2560125096895547,2.2963823664802443,13.057614028442448,73.36683417085428,5.641403369053453,0.8178082191780822,0.0641967561025395,0,1.991297736281529e-05,0.0,N,9
-0.0001002585586645,0.2535611070566314,-0.9767302078278168,1.638963158475636,2.6156933663034527,0.2535611268778459,2.4366988742600104,13.906701037094503,69.34673366834171,5.406340613457213,0.8652173913043477,0.0659953598643835,0,2.214167370498852e-05,0.0,N,10
0.0001286593734039,0.2471698595252585,-0.956921815212334,1.722255259941866,2.6791770751542,0.2471698930108002,2.4750205797349785,14.230989576880262,67.88247213779128,6.546541851025369,0.8838805970149254,0.0794750542647807,0,2.594868645643887e-05,0.0,N,11
0.0001380175691404,0.2460052436124462,-0.9391218282777,1.772207387168305,2.711329215446005,0.2460052823287914,2.669434089228107,15.532849009847578,66.31525250807685,4.688055318496162,0.9047692307692308,0.0641898072979405,0,4.264744880946716e-05,0.0,N,12
4.327958491499314e-05,0.2500517227472246,-0.9849557588412072,1.7833656585336888,2.768321417374896,0.2500517264926946,2.7343458233300746,16.491248214223106,65.87837837837839,6.43002953680913,0.9107692307692308,0.0842031918325718,0,5.023432026220893e-05,0.0,A,13
-0.0002509198329958,0.249326173155028,-1.0831606739143471,1.833890076686984,2.917050750601331,0.2493262994168357,2.6943989524710337,16.299314978402567,67.46098338647425,6.537239704685752,0.8894029850746267,0.0836103363783347,0,3.777151950889356e-05,0.0,A,14
0.0001613985513024,0.246652162560506,-0.9567874565717724,1.8891844132362083,2.845971869807981,0.2466522153666304,2.799129426662956,17.005517280850082,64.40791680644078,5.959675307498294,0.9315625,0.0865523459748492,0,5.162597732677608e-05,0.0,A,15
